ASIN,Product Name,Brand,Amazon URL,Category,Weight Flag,Verdict,Verdict Reason,Opportunity Lane,Commercial Priority,Lane Reason,Composite Score,Demand Score,Stability Score,Competition Score,Margin Score,Cash Flow Score,Profit Score,Balanced Score,Monthly Gross Profit,Price Compression,Listing Quality,Current Price,Buy Box 90d Avg,Price Stability,Fulfilment Fee,Amazon Fees,Total Amazon Fees,Est Cost 65%,Est Profit,Est ROI %,Max Cost 20% ROI,Breakeven Price,BSR Current,BSR Drops 90d,Bought per Month,Star Rating,Review Count,Brand 1P,FBA Seller Count,Amazon on Listing,Amazon Buy Box Share,Private Label Risk,Brand Seller Match,Fortress Listing,Brand Type,A+ Content Present,Brand Store Present,Category Risk Level,IP Risk Score,IP Risk Band,IP Reason,Gated,SAS Flags,Route Code,Supplier Name,Supplier Website,Supplier Contact,MOQ,Trade Price Found,Trade Price,Real ROI %,Supplier Notes,Outreach Email File,EAN,UPC,GTIN
B0DQBRY2JY,"PETKARAY 105° Cat Scratcher, Sisal Scratch Pad, L Shape Scratching Board for Indoor Cats, Floor Mounted Scratcher with Mouse Toy Catnip",PETKARAY,https://www.amazon.co.uk/dp/B0DQBRY2JY,Pet Supplies,OK,MAYBE,BALANCED | 38/mo | GBP9.17 profit | GBP348.50 monthly gross | stable | 3 sellers,BALANCED,1,BALANCED | GBP348.50/mo | 38/mo | GBP9.17 unit profit | stable | 3 sellers,8.4,10,10,8,4,8.5,7.8,8.6,GBP349,OK,STRONG,GBP67.75,GBP72.05,SLIGHT DIP (6%),GBP3.34,GBP11.21,GBP14.55,GBP44.04,GBP9.17,20.8%,GBP44.34,GBP58.58,10603,19,0,4.1,396,N,3,N,0%,-,NO,NO,SYNTHETIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,,,
B00NE4KNT2,SPILLERS Shine+ Conditioning Mix Horse Feed 20KG – Food for Building Topline and Optimum Condition – Horse Feed with Oil for Coat Shine,SPILLERS,https://www.amazon.co.uk/dp/B00NE4KNT2,Pet Supplies,OK,YES,BALANCED | 78/mo | GBP4.21 profit | GBP328.40 monthly gross | stable | 2 sellers,BALANCED,1,BALANCED | GBP328.40/mo | 78/mo | GBP4.21 unit profit | stable | 2 sellers,8.8,10,10,9,5,9.4,7.6,8.5,GBP328,OK,STRONG,GBP25.36,GBP26.76,SLIGHT DIP (5%),GBP0.00,GBP4.67,GBP4.67,GBP16.48,GBP4.21,25.5%,GBP17.24,GBP21.15,17679,39,0,4.9,26,N,2,N,0%,Unlikely,NO,NO,SYNTHETIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5053368474995,,
B0C36VDLG9,"Dog Agility Set, Portable Pet Jump Training Equipment Kit of 6 Poles & 6 Cones with Carry Bag, 3 PCS Adjustable Height Jumping Obstacles For Pets",22YardsPro,https://www.amazon.co.uk/dp/B0C36VDLG9,Pet Supplies,OK,MAYBE,BALANCED | 64/mo | GBP5.11 profit | GBP327.00 monthly gross | stable | 2 sellers,BALANCED,1,BALANCED | GBP327.00/mo | 64/mo | GBP5.11 unit profit | stable | 2 sellers,8.2,10,8,9,5,9.1,7.7,8.5,GBP327,OK,AVERAGE,GBP29.99,GBP29.19,RISING (3%),GBP0.00,GBP5.38,GBP5.38,GBP19.49,GBP5.11,26.2%,GBP20.51,GBP24.88,16882,32,0,4.5,51,N,2,N,0%,Unlikely,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,,,
B09G4H5P1T,Heiniger 9 Piece Metal Snap-On Comb Set - Professional Pet Grooming Comb Attachments | For A5-Type Snap-On Blades | Various Lengths for Precision Cutting,Heiniger,https://www.amazon.co.uk/dp/B09G4H5P1T,Pet Supplies,OK,MAYBE,BALANCED | 38/mo | GBP8.43 profit | GBP320.30 monthly gross | stable | 2 sellers,BALANCED,1,BALANCED | GBP320.30/mo | 38/mo | GBP8.43 unit profit | stable | 2 sellers,8.0,8,10,9,4,8.6,7.9,8.7,GBP320,OK,AVERAGE,GBP62.45,GBP66.25,SLIGHT DIP (6%),GBP3.04,GBP10.39,GBP13.43,GBP40.59,GBP8.43,20.8%,GBP40.85,GBP54.02,35869,19,0,4.3,34,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,7613073061309,,
B00KAKHWB0,"Chris Christensen Big K Dog Slicker Brush for Dogs (Goldendoodles, Labradoodles, Poodles), Groom Like a Professional, Fluff Detangle Style, Saves Time Energy, Black, Medium",Chris Christensen,https://www.amazon.co.uk/dp/B00KAKHWB0,Pet Supplies,OK,MAYBE,BALANCED | 30/mo | GBP10.23 profit | GBP306.90 monthly gross | stable | 2 sellers,BALANCED,1,BALANCED | GBP306.90/mo | 30/mo | GBP10.23 unit profit | stable | 2 sellers,8.0,10,8,9,4,8.3,8,8.7,GBP307,OK,STRONG,GBP71.45,GBP68.14,RISING (5%),GBP3.00,GBP11.78,GBP14.78,GBP46.44,GBP10.23,22.0%,GBP47.23,GBP61.22,23245,15,0,4.7,2619,N,2,N,0%,Unlikely,NO,NO,ESTABLISHED,YES,UNLIKELY,MEDIUM,3,Low,Established brand | A+ content | Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,"0704660918346, 0819774011248","704660918346, 819774011248",00704660918346
B00VV8XSF4,"Veloxa XL Chewable Dog Wormer, 4 Tablets",Veloxa,https://www.amazon.co.uk/dp/B00VV8XSF4,Pet Supplies,OK,BRAND APPROACH,CASH FLOW | 78/mo | GBP3.92 profit | GBP305.80 monthly gross | stable | 3 sellers,CASH FLOW,1,CASH FLOW | GBP305.80/mo | 78/mo | GBP3.92 unit profit | stable | 3 sellers,8.0,10,8,8,5,9,7.3,8.3,GBP306,OK,WEAK,GBP23.89,GBP23.64,STABLE,GBP0.00,GBP4.44,GBP4.44,GBP15.53,GBP3.92,25.3%,GBP16.21,GBP19.97,14245,39,0,4.3,121,N,3,N,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5997372524133,,
B07VCDWP9M,Tigerino Canada Sensitive Clumping Clay Cat Litter 36KG An Unscented Antibacterial Disposable And Hypoallergenic Hygiene Litter With Smell Control Formula Free 4.5cm Natural Catnip Ball,Tigerino,https://www.amazon.co.uk/dp/B07VCDWP9M,Pet Supplies,OK,MAYBE,BALANCED | 32/mo | GBP8.83 profit | GBP282.60 monthly gross | stable | 2 sellers,BALANCED,1,BALANCED | GBP282.60/mo | 32/mo | GBP8.83 unit profit | stable | 2 sellers,8.2,8,10,8,6,8.5,8.5,8.7,GBP283,OK,AVERAGE,GBP48.99,GBP49.01,STABLE,GBP0.00,GBP8.32,GBP8.32,GBP31.84,GBP8.83,27.7%,GBP33.89,GBP40.16,35238,16,0,3.9,11,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,0739718431539,739718431539,
B00VV91FEE,Vetasept Povodine Iodine - Antispetic Solution - 500ml Bottle,napz,https://www.amazon.co.uk/dp/B00VV91FEE,Pet Supplies,OK,YES,BALANCED | 46/mo | GBP6.09 profit | GBP280.10 monthly gross | stable | 2 sellers,BALANCED,1,BALANCED | GBP280.10/mo | 46/mo | GBP6.09 unit profit | stable | 2 sellers,8.6,10,10,8,5,8.9,8.1,8.7,GBP280,OK,WEAK,GBP34.99,GBP34.99,STABLE,GBP0.00,GBP6.15,GBP6.15,GBP22.74,GBP6.09,26.8%,GBP24.03,GBP28.90,19173,23,0,4.8,12,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5055037401417,,
B07NVWS1LK,"Copdock Mill Millet Spray for Birds 15kg - Bird Treats - Bird Millet Spray for All Species of Pet and Wild Birds Including Budgies, Robins, Finches and More",Copdock Mill,https://www.amazon.co.uk/dp/B07NVWS1LK,Pet Supplies,OK,YES,BALANCED | 38/mo | GBP7.07 profit | GBP268.70 monthly gross | SQUEEZED | 2 sellers,BALANCED,1,BALANCED | GBP268.70/mo | 38/mo | GBP7.07 unit profit | SQUEEZED | 2 sellers,8.5,9,10,9,5,8.1,7.7,8,GBP269,SQUEEZED,AVERAGE,GBP39.99,GBP48.34,DROPPING (17%),GBP0.00,GBP6.93,GBP6.93,GBP25.99,GBP7.07,27.2%,GBP27.55,GBP32.92,21232,19,0,4.0,75,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5026616036986,,
B00VTPN8P4,Shires Aviemore Plain Bridle With Rubber Grip Reins - Havana: Full,Shires,https://www.amazon.co.uk/dp/B00VTPN8P4,Pet Supplies,OK,MAYBE,BALANCED | 40/mo | GBP6.58 profit | GBP263.20 monthly gross | stable | 5 sellers,BALANCED,1,BALANCED | GBP263.20/mo | 40/mo | GBP6.58 unit profit | stable | 5 sellers,8.2,10,10,6,5,8.7,8,8.6,GBP263,OK,WEAK,GBP37.50,GBP38.27,STABLE,GBP0.00,GBP6.54,GBP6.54,GBP24.38,GBP6.58,27.0%,GBP25.80,GBP30.92,19844,20,0,4.6,74,N,5,N,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5051771434506,,
B003ZGEXPY,Panacur Rabbit Oral Worming Paste 5g,Panacur,https://www.amazon.co.uk/dp/B003ZGEXPY,Pet Supplies,OK,BRAND APPROACH,BALANCED | 56/mo | GBP4.53 profit | GBP253.70 monthly gross | stable | 2 sellers,BALANCED,1,BALANCED | GBP253.70/mo | 56/mo | GBP4.53 unit profit | stable | 2 sellers,8.3,9,10,8,5,8.9,7.9,8.5,GBP254,OK,WEAK,GBP26.99,GBP27.03,STABLE,GBP0.00,GBP4.92,GBP4.92,GBP17.54,GBP4.53,25.8%,GBP18.39,GBP22.46,29938,28,0,4.0,13,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,8713184058959,,
B00CFLP7Y6,Sepolita Chinchilla Dust 20kg,Tolsa Uk,https://www.amazon.co.uk/dp/B00CFLP7Y6,Pet Supplies,OK,BRAND APPROACH,BALANCED | 50/mo | GBP4.83 profit | GBP241.50 monthly gross | stable | 2 sellers,BALANCED,1,BALANCED | GBP241.50/mo | 50/mo | GBP4.83 unit profit | stable | 2 sellers,8.2,8,10,9,5,9,7.9,8.5,GBP242,OK,WEAK,GBP28.56,GBP29.02,STABLE,GBP0.00,GBP5.16,GBP5.16,GBP18.56,GBP4.83,26.0%,GBP19.50,GBP23.73,32235,25,0,4.5,119,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5053676536613,,
B00CFLP7Y6,Sepolita Chinchilla Dust 20kg,Tolsa Uk,https://www.amazon.co.uk/dp/B00CFLP7Y6,Pet Supplies,OK,BRAND APPROACH,BALANCED | 50/mo | GBP4.83 profit | GBP241.50 monthly gross | stable | 2 sellers,BALANCED,1,BALANCED | GBP241.50/mo | 50/mo | GBP4.83 unit profit | stable | 2 sellers,8.2,8,10,9,5,9,7.9,8.5,GBP242,OK,WEAK,GBP28.56,GBP29.02,STABLE,GBP0.00,GBP5.16,GBP5.16,GBP18.56,GBP4.83,26.0%,GBP19.50,GBP23.73,32235,25,0,4.5,119,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5053676536613,,
B0DSVBK5D2,Flexible Rubber Skip Feed Bucket Feeder Trough with Integrated Handles - 11L - Black (Pack of 2 Skip Feeds),KetoPlastics,https://www.amazon.co.uk/dp/B0DSVBK5D2,Pet Supplies,OK,MAYBE,CASH FLOW | 68/mo | GBP3.55 profit | GBP241.40 monthly gross | stable | 3 sellers,CASH FLOW,1,CASH FLOW | GBP241.40/mo | 68/mo | GBP3.55 unit profit | stable | 3 sellers,8.2,10,10,8,3,9.3,6.9,8.4,GBP241,OK,AVERAGE,GBP21.99,GBP21.99,STABLE,GBP0.00,GBP4.15,GBP4.15,GBP14.29,GBP3.55,24.8%,GBP14.87,GBP18.44,17149,34,0,4.7,24,N,3,N,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5060875446629,,
B007AQQQXC,Horse First RelaxMe 2 kg,Horse First,https://www.amazon.co.uk/dp/B007AQQQXC,Pet Supplies,OK,MAYBE,BALANCED | 34/mo | GBP6.62 profit | GBP225.10 monthly gross | stable | 2 sellers,BALANCED,1,BALANCED | GBP225.10/mo | 34/mo | GBP6.62 unit profit | stable | 2 sellers,8.0,10,10,9,1,8.5,6.6,8.2,GBP225,OK,AVERAGE,GBP55.50,GBP60.00,SLIGHT DIP (7%),GBP3.49,GBP9.32,GBP12.81,GBP36.08,GBP6.62,18.3%,GBP35.58,GBP48.88,19518,17,0,3.6,101,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,"5060220780019, 5055974110144",,05060220780019
B082XH4413,"20kg Henergise Poultry""Hi-Energy"" Boost Mix - Condition Feed",Croston Corn Mill,https://www.amazon.co.uk/dp/B082XH4413,Pet Supplies,OK,YES,BALANCED | 44/mo | GBP5.11 profit | GBP224.80 monthly gross | SQUEEZED | 2 sellers,BALANCED,1,BALANCED | GBP224.80/mo | 44/mo | GBP5.11 unit profit | SQUEEZED | 2 sellers,8.5,9,10,9,5,8.5,7.3,8,GBP225,SQUEEZED,AVERAGE,GBP29.99,GBP37.37,DROPPING (20%),GBP0.00,GBP5.38,GBP5.38,GBP19.49,GBP5.11,26.2%,GBP20.51,GBP24.88,20701,22,0,4.8,30,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,"0799418481593, 0799418481616","799418481593, 799418481616",
B07J6QMLLQ,"2KG Medium Kibble Eden 80/20 Original Cuisine Dry Dog Food Suitable for Puppies, Adult and Senior Dogs AND Tigerbox® Antibacterial Pen!",Eden & Tigerbox,https://www.amazon.co.uk/dp/B07J6QMLLQ,Pet Supplies,OK,YES,BALANCED | 54/mo | GBP4.14 profit | GBP223.60 monthly gross | stable | 2 sellers,BALANCED,1,BALANCED | GBP223.60/mo | 54/mo | GBP4.14 unit profit | stable | 2 sellers,8.5,9,10,9,5,9,7.6,8.3,GBP224,OK,AVERAGE,GBP24.99,GBP26.36,SLIGHT DIP (5%),GBP0.00,GBP4.61,GBP4.61,GBP16.24,GBP4.14,25.5%,GBP16.98,GBP20.85,21431,27,0,4.6,37,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5056031528346,,
B0CBVSDX36,Naturo Adult Grain Free Turkey with Potato & Veg 10kg,Naturo,https://www.amazon.co.uk/dp/B0CBVSDX36,Pet Supplies,OK,YES,BALANCED | 34/mo | GBP6.42 profit | GBP218.30 monthly gross | stable | 2 sellers,BALANCED,1,BALANCED | GBP218.30/mo | 34/mo | GBP6.42 unit profit | stable | 2 sellers,8.6,10,10,8,5,8.5,8.1,8.5,GBP218,OK,WEAK,GBP36.69,GBP37.18,STABLE,GBP0.00,GBP6.42,GBP6.42,GBP23.85,GBP6.42,26.9%,GBP25.23,GBP30.27,12442,17,0,4.7,16,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5010708711028,,
B0C52MGQSV,LeMieux Arika Stirrup Leathers 130cm Black,LeMieux,https://www.amazon.co.uk/dp/B0C52MGQSV,Pet Supplies,OK,MAYBE,BALANCED | 28/mo | GBP7.76 profit | GBP217.30 monthly gross | stable | 3 sellers,BALANCED,1,BALANCED | GBP217.30/mo | 28/mo | GBP7.76 unit profit | stable | 3 sellers,8.3,9,10,8,5,8.5,8.1,8.5,GBP217,OK,AVERAGE,GBP43.50,GBP43.68,STABLE,GBP0.00,GBP7.47,GBP7.47,GBP28.28,GBP7.76,27.4%,GBP30.03,GBP35.74,14426,14,0,4.8,26,N,3,N,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5056252375828,,
B08J1BYDJR,Marriages Organic Poultry Grower Pellets 20Kg,Marriage's,https://www.amazon.co.uk/dp/B08J1BYDJR,Pet Supplies,HEAVY,BRAND APPROACH,BALANCED | 50/mo | GBP4.24 profit | GBP212.00 monthly gross | stable | 2 sellers,BALANCED,1,BALANCED | GBP212.00/mo | 50/mo | GBP4.24 unit profit | stable | 2 sellers,8.1,9,10,8,4,8.9,7.5,8.2,GBP212,OK,WEAK,GBP25.50,GBP25.50,STABLE,GBP0.00,GBP4.69,GBP4.69,GBP16.57,GBP4.24,25.6%,GBP17.34,GBP21.26,20918,25,0,4.7,10,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5011259820726,,
B0D7HD84Q6,"Fab Finches Harrisons Adult Lifetime Coarse complete diet in a size of piece that is usually preferred by larger parrots, such as Amazons (2.27kg)",Fab Finches,https://www.amazon.co.uk/dp/B0D7HD84Q6,Pet Supplies,OK,BRAND APPROACH,BALANCED | 26/mo | GBP7.95 profit | GBP206.70 monthly gross | stable | 2 sellers,BALANCED,1,BALANCED | GBP206.70/mo | 26/mo | GBP7.95 unit profit | stable | 2 sellers,8.3,9,10,8,5,8.5,8.1,8.5,GBP207,OK,WEAK,GBP44.48,GBP44.48,STABLE,GBP0.00,GBP7.62,GBP7.62,GBP28.91,GBP7.95,27.5%,GBP30.72,GBP36.53,12637,13,0,4.9,14,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,,,
B07XZJBC5K,RSPCA Wee Away Pet Friendly Stain and Odour remover 2 x 5L bottles,RSPCA,https://www.amazon.co.uk/dp/B07XZJBC5K,Pet Supplies,OK,YES,BALANCED | 40/mo | GBP4.92 profit | GBP196.80 monthly gross | stable | 2 sellers,BALANCED,2,BALANCED | GBP196.80/mo | 40/mo | GBP4.92 unit profit | stable | 2 sellers,8.5,9,10,9,5,9,7.8,8.5,GBP197,OK,WEAK,GBP28.99,GBP28.99,STABLE,GBP0.00,GBP5.23,GBP5.23,GBP18.84,GBP4.92,26.1%,GBP19.80,GBP24.07,27041,20,0,4.5,140,N,2,N,0%,Unlikely,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5060230111292,,
B00I3KPAE0,"SPILLERS Performance Mix Horse Feed 20KG – Horse Feed for Optimum Performance Health – Food Containing Quality Protein, Vitamins and Minerals – Supports Digestive and Muscle Health",SPILLERS,https://www.amazon.co.uk/dp/B00I3KPAE0,Pet Supplies,OK,MAYBE,CASH FLOW | 50/mo | GBP3.77 profit | GBP188.50 monthly gross | stable | 3 sellers,CASH FLOW,2,CASH FLOW | GBP188.50/mo | 50/mo | GBP3.77 unit profit | stable | 3 sellers,8.1,9,10,7,5,8.8,7.5,8.1,GBP189,OK,AVERAGE,GBP23.12,GBP23.19,STABLE,GBP0.00,GBP4.32,GBP4.32,GBP15.03,GBP3.77,25.1%,GBP15.67,GBP19.35,27992,25,0,4.5,18,N,3,N,0%,-,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5037117901819,,05037117901819
B0F4XSGY47,"StormX Original Sweet Itch Zebra Rug - Black/White (5'9"")",HY EQUESTRIAN,https://www.amazon.co.uk/dp/B0F4XSGY47,Pet Supplies,OK,BRAND APPROACH,PROFIT | 22/mo | GBP8.44 profit | GBP185.70 monthly gross | SQUEEZED | 3 sellers,PROFIT,2,PROFIT | GBP185.70/mo | lower volume | GBP8.44 unit profit | SQUEEZED | 3 sellers,8.0,8,10,7,6,7.5,7.8,7.9,GBP186,SQUEEZED,WEAK,GBP47.00,GBP57.84,DROPPING (19%),GBP0.00,GBP8.01,GBP8.01,GBP30.55,GBP8.44,27.6%,GBP32.49,GBP38.56,25729,11,0,4.6,5,N,3,N,0%,-,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5027286232654,,
B0DV5P1GJ1,"Eden Fish Cuisine 2kg Medium Kibble. Premium Dry Dog Food for Adult & Senior Dogs - Salmon, Herring, Trout, White Fish, Green-lipped mussel & Spirulina, perfect for dogs with sensitive stomachs.",Eden Holistic Pet Foods,https://www.amazon.co.uk/dp/B0DV5P1GJ1,Pet Supplies,OK,YES,BALANCED | 42/mo | GBP4.33 profit | GBP181.90 monthly gross | stable | 2 sellers,BALANCED,2,BALANCED | GBP181.90/mo | 42/mo | GBP4.33 unit profit | stable | 2 sellers,8.8,10,10,9,5,9,7.5,8.3,GBP182,OK,STRONG,GBP25.99,GBP26.56,STABLE,GBP0.00,GBP4.76,GBP4.76,GBP16.89,GBP4.33,25.6%,GBP17.69,GBP21.66,13941,21,0,4.3,38,N,2,N,0%,Unlikely,NO,NO,GENERIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5060438810249,,
B0F3T8WK4J,"Wheat Discs Duck Feed 15kg – Natural Floating Duck Food for Swans, Geese & Wild Birds – Healthy Whole Wheat Discs Waterfowl Floating Pellets – No Mess, No Waste",PERFECTONISH,https://www.amazon.co.uk/dp/B0F3T8WK4J,Pet Supplies,OK,MAYBE,CASH FLOW | 46/mo | GBP3.72 profit | GBP171.10 monthly gross | stable | 2 sellers,CASH FLOW,2,CASH FLOW | GBP171.10/mo | 46/mo | GBP3.72 unit profit | stable | 2 sellers,8.2,10,10,8,3,8.9,7.4,8.2,GBP171,OK,STRONG,GBP22.85,GBP23.17,STABLE,GBP0.00,GBP4.28,GBP4.28,GBP14.85,GBP3.72,25.0%,GBP15.48,GBP19.13,18645,23,0,4.6,17,N,2,N,0%,Unlikely,NO,NO,SYNTHETIC,YES,UNLIKELY,MEDIUM,2,Low,A+ content | Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,,,
B0DC128V57,"Fish4Cats Premium Wet Cat Food Variety Selection Pack | Sardine & Mackerel, Tuna & Salmon, Tuna & Cheese, Crab (40 tins x 70g)",Fish4Cats,https://www.amazon.co.uk/dp/B0DC128V57,Pet Supplies,OK,BRAND APPROACH,PROFIT | 24/mo | GBP6.88 profit | GBP165.10 monthly gross | stable | 2 sellers,PROFIT,2,PROFIT | GBP165.10/mo | lower volume | GBP6.88 unit profit | stable | 2 sellers,8.0,8,10,8,5,8.1,8,8.2,GBP165,OK,WEAK,GBP39.00,GBP39.00,STABLE,GBP0.00,GBP6.77,GBP6.77,GBP25.35,GBP6.88,27.1%,GBP26.86,GBP32.12,28646,12,0,4.8,14,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5056008860011,,
B0CP9JHRS2,"Loveblanket - The Waterproof Blanket, Love Blanket Waterproof for Couples, Multifunctional Waterproof Pet Blanket for Dog Cat, Protects Sofa Mattress and Furniture (Brown,57 in x 65 in)",FETNHU,https://www.amazon.co.uk/dp/B0CP9JHRS2,Pet Supplies,OK,MAYBE,BALANCED | 26/mo | GBP6.29 profit | GBP163.50 monthly gross | stable | 2 sellers,BALANCED,2,BALANCED | GBP163.50/mo | 26/mo | GBP6.29 unit profit | stable | 2 sellers,8.2,8,10,9,5,8.6,8.2,8.5,GBP164,OK,AVERAGE,GBP36.00,GBP35.99,STABLE,GBP0.00,GBP6.31,GBP6.31,GBP23.40,GBP6.29,26.9%,GBP24.74,GBP29.71,12957,13,0,3.1,43,N,2,N,0%,Unlikely,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,8967845690952,,
B08WJFDCYF,Bamfords Top Flight Standard Parrot Food 12.5kg,Bamfords Top Flight,https://www.amazon.co.uk/dp/B08WJFDCYF,Pet Supplies,OK,YES,BALANCED | 30/mo | GBP4.72 profit | GBP141.60 monthly gross | stable | 2 sellers,BALANCED,2,BALANCED | GBP141.60/mo | 30/mo | GBP4.72 unit profit | stable | 2 sellers,8.5,9,10,9,5,8.6,7.8,8.3,GBP142,OK,AVERAGE,GBP27.99,GBP27.99,STABLE,GBP0.00,GBP5.07,GBP5.07,GBP18.19,GBP4.72,26.0%,GBP19.10,GBP23.27,22301,15,0,4.5,36,N,2,N,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,-,,UNCLEAR,,,,,N,,,No supplier accounts configured,,5060023157650,,
B002CNTM8O,"Andis Number Ceramic Blade, 5 FC",Andis,https://www.amazon.co.uk/dp/B002CNTM8O,Pet Supplies,OK,MAYBE,BALANCED | 32/mo | GBP4.22 profit | GBP135.00 monthly gross | stable | 2 sellers,BALANCED,2,BALANCED | GBP135.00/mo | 32/mo | GBP4.22 unit profit | stable | 2 sellers,8.0,10,10,9,1,8.5,5.9,7.7,GBP135,OK,AVERAGE,GBP35.10,GBP35.91,STABLE,GBP1.89,GBP6.17,GBP8.06,GBP22.82,GBP4.22,18.5%,GBP22.53,GBP30.88,12024,16,0,4.4,11961,N,2,N,0%,Unlikely,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,-,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,"0040102643705, 5557890065657, 5662252322955, 5662252463337",040102643705,00040102643705
